0,5200
0,4688
0,4935
0,5430
0,4935
0,4935
0,5430
0,4681
0,5669
0,5422
0,5175
0,5175
0,5175
0,5315
0,4649
0,5833
0,5376
0,5674
0,6431
0,6377
0,8014
0,7971
0,8081
0,9255
0,7852
1,0504
0,8638
1,0846
1,1217
1,0368
1,0474
1,1074
1,2135
1,1074
1,1605
1,1074
1,0544
1,1605
1,0014
1,0549
1,1613
1,0551
1,1077
1,1074
1,1074
1,1773
1,0658
0,9838
0,9482
1,0361
0,8185
0,9293
0,9558
0,8378
0,9448
0,9005
0,8595
0,9404
0,8174
0,8582
0,8154
0,7599
0,7826
0,8397
0,7803
0,7105
0,8033
0,6991
0,6957
0,7087
0,5919
0,5848
0,6008
0,5377
0,4815
0,5866
0,5342
0,5444
0,6072
0,5371
0,6865
0,6754
0,6385
0,7324
0,6999
0,8083
0,7415
0,8853
0,9046
0,8586
0,8807
0,9397
1,0723
0,9665
0,9526
0,9852
0,8388
0,9188
0,8424
0,8606
0,9271
0,8056
0,8056
0,8445
0,8863
0,8592
0,7908
0,75
0,6639
0,7569
0,5925
0,6582
0,7238
0,659
0,6912
0,6915
0,6914
0,784
0,7514
0,7664
0,8356
0,9665
0,8527
1,0427
1,111
0,996
1,1739
1,0983
1,0128
1,064
0,9482
0,871
0,898
0,8383
0,7948
0,9216
0,84
0,84
0,92
0,8
0,99
0,97
0,9
1,02
0,94
1,05
0,87
1,08
0,98
1,02
1,09
1,05
1,25
1,17
1,18
1,28
1,08
1,42
1,14
1,43
1,47
1,38
1,4
1,5
1,65
1,51
1,58
1,5
1,41
1,52
1,22
1,38
1,48
1,25
1,21
1,24
1,29
1,28
1,22
1,22
1,17
1,37
1,08
1,26
1,37
1,34
1,63
1,67
1,76
2,08
1,85
1,96
1,87
1,77
1,83
1,97
1,73
1,53
1,64
1,38
1,45
1,54
1,31
1,4
1,48
1,37
1,25
1,53
1,39
1,39
1,54
1,32
1,6
1,5
1,27
1,33
1,18
1,25
1,01
1,26
1,19
1,21
1,28
1,22
1,4
1,3
1,39
1,49
1,28
1,44
1,44
1,44
1,58
1,37
1,38
1,47
1,55
1,62
1,64
1,96
2,28
3,28
2,35
2,17
2,38
2,46
2,92
2,49
1,47
1,69
1,6
1,63
1,69
2,18
2,11
2,67
2,92
2,99
1,68
1,58
1,58
1,54
1,59
1,58
1,65
1,63
1,65
1,74
1,62
1,79
1,86
1,88
1,95
1,91
1,94
2
2,03
2,2
2,31
2,56
2,73
2,84
3,06
3,25
3,81
4,01
4,05
4,27
4,22
4,41
3,23
3,47
