0,60
0,75
0,43
0,32
0,15
-0,21
0,45
0,48
-0,09
0,33
1,26
0,4
0,22
0,09
0,32
0,29
0,44
0,28
0,42
0,16
0,19
0,24
-0,23
0,31
0,14
0,25
0,33
0,38
0,3
0,18
0,26
0,08
0,44
0,52
0,35
0,78
0,61
0,43
0,9
1,27
0,96
1,01
0,82
0,54
0,22
0,62
0,79
0,74
0,71
1,32
1,22
1,24
0,78
0,51
0,42
0,57
0,25
0,01
0,4
0,46
0,67
0,92
0,69
0,55
0,92
0,54
0,57
0,35
0,24
0,03
0,26
0,37
0,55
0,47
0,6
0,86
0,79
0,6
0,59
0,57
0,41
0,43
0,08
0,36
0,64
0,21
0,45
0,56
0,5
0,52
0,43
0,53
0,37
0,16
0,15
0,47
0,77
0,79
0,8
0,83
0,63
0,83
0,75
0,45
0,04
0,01
0
0,43
0,57
0,52
0,78
0,75
0,37
0,41
0,28
0,24
0,15
0,24
0,36
0,47
0,48
0,2
0,55
0,48
0,28
0,36
0,45
0,26
0,28
0,53
0,74
0,79
0,55
0,48
0,49
0,54
0,74
0,38
0,3
0,18
0,47
0,24
0,28
0,28
0,25
0,37
0,44
0,44
0,48
0,31
0,33
0,21
0,05
0,19
-0,21
0,1
0,21
0,43
0,41
0,59
0,36
0,55
0,75
0,35
0,17
0,25
-0,02
0,49
0,87
0,61
0,59
0,58
0,86
0,69
0,44
0,33
0,69
0,91
0,71
0,51
0,37
0,47
0,61
0,76
0,52
0,34
0,29
0,78
0,34
0,2
-0,15
0,61
0,97
1,23
1,57
2,25
2,1
3,02
1,31
0,72
0,65
1,19
0,42
0,21
0,8
0,6
0,36
0,52
0,65
0,71
0,83
0,28
0,7
1,33
0,52
0,41
0,58
0,38
0,46
0,57
0,59
0,32
0,14
0,23
1,31
1,61
0,23
0,01
0,42
0,22
0,13
0,62
0,6
0,95
1,19
0,31
0,56
1,09
0,19
0,3
0,56
1,1
1,05
0,7
0,33
-0,12
0,02
-0,22
-0,51
-0,12
0,02
0,5
0,24
0,34
0,46
0,71
0,43
0,17
0,23
0,06
-0,02
0,22
0,54
0,41
0,88
0,51
0,5
1,18
0,47
0,32
0,3
0,15
0,44
1,11
1,19
1,22
1,26
0,35
1,03
1,34
1,56
1,47
1,41
0,99
0,99
2,36
2,26
2,67
2,43
1,55
1,02
1,7
1,71
2,81
2,62
1,53
1,86
6,84
47,43
44,03
42,68
42,75
40,27
41,31
36,84
35,56
33,92
35,69
32,96
30,72
30,07
27,69
27,75
27,26
24,98
30,35
25,24
22,49
25,24
24,63
22,14
21,83
20,21
24,86
19,93
21,4
24,32
25,94
23,71
25,21
20,23
15,63
15,63
12,41
11,19
7,43
4,99
11,92
20,72
20,75
18,44
16,81
14,36
14,41
12,88
12,92
11,75
7,59
15,52
82,39
75,73
67,55
51,5
47,82
39,77
37,56
33,71
27,74
28,65
17,92
8,33
6,82
16,78
37,49
28,7
27,94
25,62
27,45
21,59
21,91
22
17,42
19,29
17,6
15,7
18,89
14,15
15,08
11,22
7,78
4,87
9,21
19,71
21,45
19,1
16,37
12,64
13,21
11,65
5,45
1,9
1,72
3,55
1,71
1,27
1,4
0,78
4,77
12,72
14,37
15,07
13,97
10,62
11,12
12,05
10,31
8,49
7,2
8,2
10,16
10,87
11,76
11,98
10,53
10,44
11,75
9,35
9,72
10,08
9,05
9,54
8,94
9,5
9,67
8,68
7,38
8,87
10,3
9,11
10,08
9,88
6,48
6,58
7,34
7,86
8,64
7,81
5,29
4,44
5,08
5,97
6,36
7,1
6,66
5,89
5,71
6,64
6,97
5,93
5,27
5,08
5,26
5,5
6,26
5,52
5,56
6,46
4,97
6,4
6,84
6,61
6,67
9,48
4,23
4,95
5,55
5,31
5,7
5,29
6,04
4,62
6,62
